id,sentence,japanese,answer
486,public ____ (可算）water[gas]____（不可算）,公共事業,services service
486,There is no bus ____ to that town.,水道[ガス]事業、その町へのバスの便はない.,service
486,This restaurant has a reputation for good ____.,このレストランはサービスがよいと評判だ.,service
487,____ ____ ____,宗教を信じている(宗教を持っている),have a religion
488,a ____ responsibility,道德的責任,moral
488,the ____ of Aesop's Fables,イソップ物語の教訓,morals
488,public ____,風紀(公共の道徳),morals
489,meet our ____ ____,私たちの安全基準を満たす,safety standard
489,a ____ size, 標準サイズ,standard
490,bring ____ to our country,我が国に繁栄をもたらす,prosperity
491,____ ____ serious economic ____,深刻な経済危機に直面する,face a crisis
492,end ____ ____,人種的偏見を終わらせる,racial prejudice
492,Don't ____ ____ ____ Muslims.,イスラム教徒に対して偏見をもつな.,be prejudiced against
493,____ racial ____,人種差別と戦う,fight discrimination
493,____ ____ L sounds and R sounds is difficult.,LとRの音の識別は難しい.,Discrimination between
494,do a lot of work for ____,多くの慈善活動を行う,charity
494,give money to several (different) ____,いくつかの慈善団体に金を寄付する,charities
494,hold a ____ concert,チャリティーコンサートを開く,charity
495,Tourism has ____ great ____ to this village.,観光がこの村に多大な恩恵をもたらした,brought benefits
495,salary and other ____,給与とほかの諸手当,benefits
495,____ ____ the new treatment,新しい治療法から恩恵を受ける,benefit from
495,The fresh air will ____ you.,新鮮な空気はあなたによいでしょう.,benefit
496,work for ____ ____,社会福祉のために働く,social welfare
496,Parents are always concerned about their children's ____.,"親は常に子どもの幸福を気にかけている,",welfare
496,____ benefits,生活保護受給金,welfare
497,the Polish ____ in the U.K.,イギリスのポーランド人社会,community
498,____ ____'s right to privacy,各個人のプライバシーの権利,each individual
498,____ action (⇔ group action),個人行動(⇔団体行動),individual
499,a ____ ____,政府の役人,govemment official
499,an ____ ____,公用語(公式の言語),official language
500,____ ____ India,インドからの移民,immigrants from
501,take part in ____ activities,ポランティア活動に参加する,volunteer
501,____ ____ do the dishes,皿洗いを自発的に申し出る,volunteer to
502,____ ____ ____ other students,ほかの生徒とうまく付き合う,interact well with
503,____ ____ world peace,世界平和に貢献する,contribute to
503,____ ____ global warming,地球温暖化の一因である,contribute to
503,____ a great deal of money ____ the church,教会に多額の寄付をする(多額の金を寄付する),contribute to
504,____ capital punishment,死刑制度を廃止する,abolish
505,The government should ____ ____ total ____ ____ cigarette advertising.,政府はたばこの広告を全面禁止すべきだ(禁止を課すべきだ).,impose a ban on
506,____ free ____ ____ a computer,コンビュータを自由に利用できる(利用する権利を持つ),have access to
506,____ ____ the restrooms,トイレへの行き方,access to
507,____ my ____,義務を果たす,fulfill duties
507,a 6 percent ____ on imports,輸入品に対する6%の関税,duty
508,I ____ ____ for what happens at school.,私には学校で起きることに対して責任がある.,am responsible
508,The typhoon ____ ____ for over 100 deaths.,"その台風のため100人以上の人が犠牲になった(その台風は100人以上の人の死の原因となった),",was responsible
509,China's one-child ____,中国の一人っ子政策,policy
509,It is my ____ not to say bad things about others.,他人の悪口を言わないというのが私のポリシー(方針)だ.,policy
509,renew an ____ ____,保険契約を更新する,insurance policy
510,"I was ____ a class representative.(*委員が複数いる場合はaが必要,)",私はクラス委員に選ばれた.,elected
511,commerce and ____,商工業,industry
511,____ fashion ____,ファッション業界,the industry
511,____ is the mother of success.,勤勉は成功の母だ.,Industry
512,my monthly ____,私の月収,income
513,"The restaurant's daily  is____ about ＄1,000.","そのレストランの1日の利益はおよそ1,000 ドルだ.",profit
514,pay ____ ____ my income,収入に課された税金を払う,taxes on
515,This money will  all ____ your ____,このお金があなたのすべての費用をまかなうだろう.,cover expenses.
515,____ ____ ____ of my health,健康を犠性にして,at the expense
516,____ ____ a ____ of 100 dollars,100 ドルの借金を返す,pay back debt
517,have a large ____ in the bank,銀行に多額の預金がある,deposit
517,pay a ____ on a house,家の手付金を払う,deposit
517,a rich ____ of oil,豊富な石油の埋蔵,deposit
517,"____ \10,000 in a bank","銀行口座に10,000円を預金する",deposit
518,Goods are delivered ____ ____ ____,商品は無料でお届けします.,free of charge.
518,Who is ____ ____ ____ this shop?,この店の責任者はどなたですか.,in charge of
518,____ ____ ____ the company,会社に対する告発,a charge against
518,"____ 5,000 yen ____ a half-hour class","30分の授業で5,000円を請求する",charge for
518,____ ____ ____ accepting bribes,賄賂を受け取ったとして告発される,be charged with
518,____ my smartphone,スマートフォンを充電する,charge
519,get a ____ ____ of $100,日給100ドルを得る,daily wage
519,____ a campaign,キャンペーンを行う,wage
520,close down my inn because of the continuing ____,長引く不況のため旅館を閉める,recession
521,____ a large amount of electricity,大量の電気を消費する,consume
522,Don't ____ so much time on video games.,テレビゲームにそんなに多くの時間を浪費してはいけません。,waste
522,It is ____ ____ ____ ____ and money.,そんなの時間と金の無駄だ、,a waste of time
522,industrial ____,産業廃棄物,waste
523,____ one million yen ____ stocks,株に100万円を投資する,invest in
523,He ____ ____ ____ absolute authority.,彼には絶対的権限が与えられている,is invested with
524,____ beef ____ the U.S.,アメリカから牛肉を輸入する,import from
524,____ slightly exceeded exports.,輸入が輸出を少し上回った.,Imports
525,receive ____ ____,経済的支援を受ける,financial support
526,____ movers to do all the work,引っ越し業者を雇って全部任せる,hire
526,____ a car (*〈米〉では rent も可.),車を借りる,hire
527,____ minors,未成年者を雇う,employ
527,____ new technology,新しい技術を用いる,employ
528,____ ____ coach [× a coach]　(*役職名なのでaは不要.),コーチを辞める,resign as
528,____ my post,ポストを辞する,resign
529,____ ____ bank loans,銀行ローンを受ける資格がある,qualify for
529,____ ____ a teacher,教師としての資格を得る,qualify as
529,a World Cup ____ game,ワールドカップの予選(本選への資格を与える試合),qualifying
530,____ that important job ____ him,彼にその大切な仕事を割り当てる,assign to
530,____ ____ ____ the head office,本店に配属される,be assigned to
531,"my name, address, and ____","氏名,住所,職業",occupation
531,be under ____,占領下にある,occupation
532,fstart a ____ ____ a doctor,医者として働き始める(職業を始める),career as
532,during her long ____ ____ a teacher,彼女の長い教員生活(教員としての長い経歴)の間に,career as
533,____ the legal ____,法律関係の仕事に就く,enter profession
533,medical ____,医療従事者,the profession
534,____ ____ problem,失業問題,an unemployment
534,____ has fallen.,失業率が下がった.,Unemployment
535,look over the ____,資料に目を通す,documents
535,____ how this event happened,この出来事がどのように起きたかを記録する,document
536,the toy ____,おもちゃ売り場,department
536,the English ____,英語学科,department
536,the U.S. State ____,米国国務省,Department
537,a ____ of this bank,この銀行の支店,branch
537,a ____ of biology,生物学の一部門,branch
537,Don't break ____ ____ the trees.,木の枝を折ってはいけません、,branches off
538,a recommended ____ ____,希望小売価格,retail price
538,"The vinegar ____ at 1,000 yen a bottle.","その酢の小売価格は1本千円だ(1本千円で小売りされている),",retails
539,a c____ ____ work,会社の同僚,olleague from
540,the tax ____,税制,system
540,the solar ____,太陽系,system
541,a wooden ____,木造建造物(木の構造),structure
542,study ____,建築(様式)を勉強する,architecture
543,The new city hall is ____ ____,新しい市役所が建設中です.,under construction.
544,bodily ____,身体の機能,functions
544,His heart is ____ ____.,彼の心臓は正常に機能している.,functioning normally
545,the ____ of the moon,月面(月の表面),surface
